"Institute_Code";"ChoiceCode";"CourseName";"Exam";"CutoffRank";"CutoffScore"
5130;"513024510";"Computer Engineering";"JEE";32960;54.3233
1128;"112824610";"Information Technology";"JEE";33372;53.5862
6282;"628229310";"Electrical Engineering";"JEE";33427;53.5743
6268;"626837210";"Electronics and Telecommunication
Engg";"JEE";33439;53.5743
3203;"320329310";"Electrical Engineering";"JEE";33454;53.5389
6122;"612237210";"Electronics and Telecommunication
Engg";"JEE";33524;53.5211
3216;"321624510";"Computer Engineering";"JEE";33695;53.2188
4174;"417461210";"Mechanical Engineering";"JEE";33775;53.0794
3439;"343937210";"Electronics and Telecommunication
Engg";"JEE";33788;53.0794
6178;"617837220";"Electronics and Telecommunication
Engg";"JEE";33862;52.9664
3208;"320861210";"Mechanical Engineering";"JEE";33880;52.9664
1268;"126824210";"Computer Science and Engineering";"JEE";33917;52.874
5121;"512161220";"Mechanical Engineering";"JEE";33987;52.874
6758;"675824510";"Computer Engineering";"JEE";34055;52.7711
5170;"517024210";"Computer Science and Engineering";"JEE";34075;52.7711
4138;"413829310";"Electrical Engineering";"JEE";34084;52.7711
6176;"617619110";"Civil Engineering";"JEE";34110;52.3324
4167;"416735610";"Electrical Engg[Electronics and Power]";"JEE";34299;52.3028
6207;"620746610";"Instrumentation Engineering";"JEE";34382;52.3028
1117;"111719110";"Civil Engineering";"JEE";34394;52.3028
4649;"464919110";"Civil Engineering";"JEE";34410;52.3028
5177;"517724610";"Information Technology";"JEE";34506;52.0563
3194;"319446610";"Instrumentation Engineering";"JEE";34619;51.8402
1120;"112037210";"Electronics and Telecommunication
Engg";"JEE";34819;51.8102
6141;"614161210";"Mechanical Engineering";"JEE";34877;51.8102
5173;"517399510";"Artificial Intelligence and Data Science";"JEE";35021;51.6183
4177;"417719110";"Civil Engineering";"JEE";35148;51.4351
3190;"319037210";"Electronics and Telecommunication
Engg";"JEE";35279;50.7705
5390;"539061210";"Mechanical Engineering";"JEE";35319;50.7705
5170;"517019110";"Civil Engineering";"JEE";35330;50.7705
6794;"679499510";"Artificial Intelligence and Data Science";"JEE";35344;50.7345
5390;"539024510";"Computer Engineering";"JEE";35375;50.674
6320;"632024510";"Computer Engineering";"JEE";35441;50.4963
1125;"112519110";"Civil Engineering";"JEE";35875;50.1933
4142;"414229310";"Electrical Engineering";"JEE";35881;50.1933
6149;"614924510";"Computer Engineering";"JEE";35899;50.176
3154;"315491210";"Computer Science and
Engineering(Data Science)";"JEE";35998;50.176
6759;"675924510";"Computer Engineering";"JEE";36006;50.176
5182;"518224510";"Computer Engineering";"JEE";36181;50.0065
5449;"544919110";"Civil Engineering";"JEE";36188;50.0065
1265;"126537210";"Electronics and Telecommunication
Engg";"JEE";36227;49.651
6222;"622229310";"Electrical Engineering";"JEE";36351;49.6417
2126;"212661210";"Mechanical Engineering";"JEE";36447;49.4031
6203;"620362410";"Mechatronics Engineering";"JEE";36449;49.4031
6122;"612261220";"Mechanical Engineering";"JEE";36520;49.063
5170;"517099410";"Robotics";"JEE";36530;49.063
5152;"515299710";"Artificial Intelligence";"JEE";36606;48.8734
5108;"510837210";"Electronics and Telecommunication
Engg";"JEE";36654;48.8734
6794;"679437210";"Electronics and Telecommunication
Engg";"JEE";36690;48.7595
4139;"413924210";"Computer Science and Engineering";"JEE";36722;48.6407
2112;"211224210";"Computer Science and Engineering";"JEE";36791;48.6407
4138;"413837210";"Electronics and Telecommunication
Engg";"JEE";37175;48.0636
5139;"513961210";"Mechanical Engineering";"JEE";37285;47.8237
4193;"419324210";"Computer Science and Engineering";"JEE";37319;47.8237
5108;"510819110";"Civil Engineering";"JEE";37351;47.8237
6222;"622289010";"Textile Chemistry";"JEE";37370;47.8237
5396;"539619110";"Civil Engineering";"JEE";37658;47.3985
5124;"512424510";"Computer Engineering";"JEE";37665;47.3985
6182;"618219110";"Civil Engineering";"JEE";37715;47.3985
5162;"516260610";"Production Engineering";"JEE";37870;47.2244
3423;"342390010";"Electronics and Computer Science";"JEE";37932;47.2195
6622;"662261210";"Mechanical Engineering";"JEE";37950;47.2195
6187;"618761210";"Mechanical Engineering";"JEE";37952;47.2195
6802;"680219110";"Civil Engineering";"JEE";38001;47.1463
5449;"544929310";"Electrical Engineering";"JEE";38183;47.0408
6732;"673219110";"Civil Engineering";"JEE";38225;47.0408
3219;"321924610";"Information Technology";"JEE";38391;47.0339
6632;"663219110";"Civil Engineering";"JEE";38393;47.0339
2129;"212924610";"Information Technology";"JEE";38472;46.6044
5162;"516261210";"Mechanical Engineering";"JEE";38526;46.2177
3423;"342337210";"Electronics and Telecommunication
Engg";"JEE";38580;46.2177
3148;"314890010";"Electronics and Computer Science";"JEE";38636;46.0805
4151;"415124210";"Computer Science and Engineering";"JEE";38797;45.7902
1127;"112724510";"Computer Engineering";"JEE";38805;45.7902
6183;"618324510";"Computer Engineering";"JEE";38861;45.7805
3206;"320661210";"Mechanical Engineering";"JEE";38904;45.7805
5184;"518424510";"Computer Engineering";"JEE";38922;45.7805
6796;"679619110";"Civil Engineering";"JEE";38998;45.5907
3471;"347119110";"Civil Engineering";"JEE";39097;45.3473
6160;"616037210";"Electronics and Telecommunication
Engg";"JEE";39109;45.2456
6206;"620661210";"Mechanical Engineering";"JEE";39193;45.0374
5449;"544961210";"Mechanical Engineering";"JEE";39209;45.0374
3147;"314724510";"Computer Engineering";"JEE";39225;45.0374
6769;"676919110";"Civil Engineering";"JEE";39242;45.0374
5382;"538224510";"Computer Engineering";"JEE";39295;44.9736
6803;"680324210";"Computer Science and Engineering";"JEE";39330;44.9736
6267;"626761210";"Mechanical Engineering";"JEE";39374;44.6528
6277;"627737010";"Electronics and Telecommunication
Engg";"JEE";39575;44.4347
6649;"664937210";"Electronics and Telecommunication
Engg";"JEE";39607;44.4347
1265;"126535610";"Electrical Engg[Electronics and Power]";"JEE";39683;44.4053
3146;"314692010";"Computer Science and Engineering
(Internet of Things and Cyber Security
Including Block Chain Technology)";"JEE";39700;44.4053
3188;"318837210";"Electronics and Telecommunication
Engg";"JEE";39763;44.322
1123;"112324210";"Computer Science and Engineering";"JEE";39766;44.322
1114;"111419110";"Civil Engineering";"JEE";39773;44.322
5103;"510319110";"Civil Engineering";"JEE";39849;44.3133
4193;"419329310";"Electrical Engineering";"JEE";40137;43.9085
3219;"321924510";"Computer Engineering";"JEE";40384;43.1389
5401;"540124510";"Computer Engineering";"JEE";40385;43.1389
6311;"631137210";"Electronics and Telecommunication
Engg";"JEE";40448;43.1389
6149;"614924610";"Information Technology";"JEE";40459;43.1389
5411;"541129310";"Electrical Engineering";"JEE";40540;42.8699
2114;"211461210";"Mechanical Engineering";"JEE";40743;42.4413
5399;"539924510";"Computer Engineering";"JEE";40746;42.4413
2127;"212719110";"Civil Engineering";"JEE";40820;42.4413
6269;"626950710";"Chemical Engineering";"JEE";41323;42.1319
3198;"319824510";"Computer Engineering";"JEE";41437;41.7293
6313;"631324510";"Computer Engineering";"JEE";41526;41.516
5411;"541124510";"Computer Engineering";"JEE";41619;41.2725
5125;"512537210";"Electronics and Telecommunication
Engg";"JEE";41659;41.2725
5109;"510961210";"Mechanical Engineering";"JEE";41797;41.1445
3217;"321724510";"Computer Engineering";"JEE";41816;41.1445
5408;"540824510";"Computer Engineering";"JEE";41905;40.876
6277;"627724610";"Information Technology";"JEE";41965;40.7696
6283;"628319110";"Civil Engineering";"JEE";42015;40.7696
4179;"417919110";"Civil Engineering";"JEE";42178;40.6861
4139;"413937210";"Electronics and Telecommunication
Engg";"JEE";42244;40.6058
3189;"318961210";"Mechanical Engineering";"JEE";42270;40.6058
4163;"416324210";"Computer Science and Engineering";"JEE";42308;40.4857
6839;"683991210";"Computer Science and
Engineering(Data Science)";"JEE";42337;40.3678
6284;"628461210";"Mechanical Engineering";"JEE";42347;40.3678
1105;"110519110";"Civil Engineering";"JEE";42392;40.1103
4136;"413619110";"Civil Engineering";"JEE";42478;39.9074
4145;"414529310";"Electrical Engineering";"JEE";42539;39.9074
3475;"347561210";"Mechanical Engineering";"JEE";42645;39.6393
4133;"413319110";"Civil Engineering";"JEE";42735;39.6393
3216;"321661210";"Mechanical Engineering";"JEE";42797;39.373
6298;"629821910";"Robotics and Automation";"JEE";42809;39.373
3203;"320337610";"Electronics Engineering";"JEE";42817;39.373
5104;"510408210";"Bio Technology";"JEE";43076;39.0696
4144;"414424610";"Information Technology";"JEE";43241;39.0067
2252;"225229710";"Electrical and Electronics Engineering";"JEE";43704;38.2578
6284;"628419110";"Civil Engineering";"JEE";43868;37.756
5170;"517029310";"Electrical Engineering";"JEE";43902;37.3316
6732;"673237210";"Electronics and Telecommunication
Engg";"JEE";44161;37.2476
1120;"112061210";"Mechanical Engineering";"JEE";44335;37.1006
1180;"118024210";"Computer Science and Engineering";"JEE";44368;36.9338
6207;"620761210";"Mechanical Engineering";"JEE";44474;36.7327
2138;"213829310";"Electrical Engineering";"JEE";44525;36.6681
6139;"613929320";"Electrical Engineering";"JEE";44633;36.6207
2134;"213424210";"Computer Science and Engineering";"JEE";44778;35.6771
3198;"319824610";"Information Technology";"JEE";44944;35.431
6267;"626792210";"Civil and Environmental Engineering";"JEE";44999;35.2427
5104;"510429310";"Electrical Engineering";"JEE";45334;34.7484
2111;"211161210";"Mechanical Engineering";"JEE";45457;34.4909
6155;"615561210";"Mechanical Engineering";"JEE";45486;34.4909
5124;"512429310";"Electrical Engineering";"JEE";45513;34.4909
6802;"680261210";"Mechanical Engineering";"JEE";45605;34.3267
3471;"347162410";"Mechatronics Engineering";"JEE";45609;34.3267
4195;"419561210";"Mechanical Engineering";"JEE";45737;33.7254
1116;"111624210";"Computer Science and Engineering";"JEE";45857;33.581
1128;"112837210";"Electronics and Telecommunication
Engg";"JEE";45867;33.581
6757;"675724210";"Computer Science and Engineering";"JEE";45920;33.581
6217;"621724210";"Computer Science and Engineering";"JEE";45950;33.2779
4151;"415124610";"Information Technology";"JEE";46013;33.254
6315;"631524210";"Computer Science and Engineering";"JEE";46049;33.254
2116;"211629310";"Electrical Engineering";"JEE";46078;33.254
6732;"673261210";"Mechanical Engineering";"JEE";46130;33.0742
5161;"516161210";"Mechanical Engineering";"JEE";46168;33.032
2133;"213324210";"Computer Science and Engineering";"JEE";46206;32.7674
6644;"664424510";"Computer Engineering";"JEE";46266;32.6666
5164;"516446610";"Instrumentation Engineering";"JEE";46368;32.6279
6222;"622219110";"Civil Engineering";"JEE";46485;32.3065
5162;"516237610";"Electronics Engineering";"JEE";46572;32.0485
6322;"632224510";"Computer Engineering";"JEE";46791;31.7643
5125;"512561210";"Mechanical Engineering";"JEE";46796;31.7643
6275;"627537210";"Electronics and Telecommunication
Engg";"JEE";46860;31.7643
2127;"212737210";"Electronics and Telecommunication
Engg";"JEE";46959;31.6267
3206;"320624510";"Computer Engineering";"JEE";46976;31.6267
4139;"413929310";"Electrical Engineering";"JEE";46996;31.6267
6220;"622037210";"Electronics and Telecommunication
Engg";"JEE";47060;31.5668
4138;"413861210";"Mechanical Engineering";"JEE";47102;31.5668
6310;"631037210";"Electronics and Telecommunication
Engg";"JEE";47150;31.5668
3222;"322224610";"Information Technology";"JEE";47468;30.4835
5160;"516019110";"Civil Engineering";"JEE";47519;30.4343
3198;"319861210";"Mechanical Engineering";"JEE";47663;30.3864
5106;"510624510";"Computer Engineering";"JEE";47685;30.3864
5418;"541829310";"Electrical Engineering";"JEE";47692;30.3864
5125;"512529310";"Electrical Engineering";"JEE";47695;30.3864
6274;"627484310";"Printing Technology";"JEE";47764;30.0602
1276;"127661210";"Mechanical Engineering";"JEE";47787;30.0602
4172;"417237210";"Electronics and Telecommunication
Engg";"JEE";47818;29.8565
4141;"414124510";"Computer Engineering";"JEE";47937;29.2237
5184;"518461210";"Mechanical Engineering";"JEE";48019;29.1868
3423;"342319110";"Civil Engineering";"JEE";48075;29.1227
5179;"517924510";"Computer Engineering";"JEE";48118;29.0079
6649;"664919110";"Civil Engineering";"JEE";48190;29.0025
3154;"315461210";"Mechanical Engineering";"JEE";48267;29.0025
4136;"413637210";"Electronics and Telecommunication
Engg";"JEE";48314;28.838
1121;"112124610";"Information Technology";"JEE";48332;28.838
4188;"418829310";"Electrical Engineering";"JEE";48572;27.8187
6545;"654561210";"Mechanical Engineering";"JEE";48665;27.5437
4137;"413729310";"Electrical Engineering";"JEE";48810;27.3652
2111;"211124210";"Computer Science and Engineering";"JEE";48867;27.3652
3219;"321991110";"Computer Science and
Engineering(Artificial Intelligence and
Machine Learning)";"JEE";48896;27.3652
3202;"320224510";"Computer Engineering";"JEE";48907;27.3652
6145;"614529310";"Electrical Engineering";"JEE";48980;27.1112
6178;"617861220";"Mechanical Engineering";"JEE";49218;26.2649
6298;"629819110";"Civil Engineering";"JEE";49222;26.2649
3465;"346524510";"Computer Engineering";"JEE";49243;26.2649
6187;"618737210";"Electronics and Telecommunication
Engg";"JEE";49263;26.085
1119;"111924210";"Computer Science and Engineering";"JEE";49320;25.9994
3475;"347519110";"Civil Engineering";"JEE";49363;25.9994
6178;"617861210";"Mechanical Engineering";"JEE";49402;25.8497
1105;"110519120";"Civil Engineering";"JEE";49614;25.1628
6207;"620761220";"Mechanical Engineering";"JEE";49751;24.8403
3351;"335191110";"Engineering(Artificial Intelligence and";"JEE";49900;24.5299
4163;"416337010";"Electronics and Communication
Engineering";"JEE";49947;24.4951
6156;"615629310";"Electrical Engineering";"JEE";49963;24.4475
4195;"419524210";"Computer Science and Engineering";"JEE";50027;24.3985
2127;"212761210";"Mechanical Engineering";"JEE";50040;24.3985
6759;"675999510";"Artificial Intelligence and Data Science";"JEE";50077;24.3985
4190;"419061210";"Mechanical Engineering";"JEE";50166;23.9632
3206;"320691110";"Engineering(Artificial Intelligence and";"JEE";50173;23.9632
4145;"414561210";"Mechanical Engineering";"JEE";50175;23.9632
4118;"411824510";"Computer Engineering";"JEE";50263;23.7707
1265;"126561210";"Mechanical Engineering";"JEE";50313;23.68
3439;"343919110";"Civil Engineering";"JEE";50367;23.4733
3353;"335324510";"Computer Engineering";"JEE";50557;22.9335
3192;"319229310";"Electrical Engineering";"JEE";50620;22.7953
3187;"318737610";"Electronics Engineering";"JEE";50639;22.7953
6767;"676724510";"Computer Engineering";"JEE";50674;22.7915
4613;"461324510";"Computer Engineering";"JEE";50681;22.7915
4163;"416319110";"Civil Engineering";"JEE";50821;22.3649
6277;"627719110";"Civil Engineering";"JEE";50899;22.3649
5399;"539919110";"Civil Engineering";"JEE";50934;21.7804
1268;"126861210";"Mechanical Engineering";"JEE";50938;21.7804
3503;"350324510";"Computer Engineering";"JEE";51064;21.5882
6278;"627862510";"Mechanical Engineering[Sandwich]";"JEE";51273;21.4596
1123;"112337210";"Electronics and Telecommunication
Engg";"JEE";51448;21.272
3436;"343624510";"Computer Engineering";"JEE";51476;21.2197
5152;"515219110";"Civil Engineering";"JEE";51524;21.1611
5107;"510724510";"Computer Engineering";"JEE";51597;20.2469
4151;"415108210";"Bio Technology";"JEE";51749;19.8019
5409;"540924510";"Computer Engineering";"JEE";51800;19.8019
4172;"417229310";"Electrical Engineering";"JEE";51869;19.2493
4104;"410429310";"Electrical Engineering";"JEE";51911;19.2493
4139;"413961210";"Mechanical Engineering";"JEE";51956;19.155
6643;"664337210";"Electronics and Telecommunication
Engg";"JEE";52042;18.904
6272;"627246610";"Instrumentation Engineering";"JEE";52053;18.706
1128;"112829310";"Electrical Engineering";"JEE";52076;18.6441
6288;"628837210";"Electronics and Telecommunication
Engg";"JEE";52095;18.6441
1120;"112089310";"Textile Engineering / Technology";"JEE";52125;18.5776
1120;"112019110";"Civil Engineering";"JEE";52147;18.46
4179;"417929310";"Electrical Engineering";"JEE";52154;18.46
4136;"413629310";"Electrical Engineering";"JEE";52354;18.1818
5109;"510919110";"Civil Engineering";"JEE";52423;17.5411
5161;"516137210";"Electronics and Telecommunication
Engg";"JEE";52738;16.2968
4135;"413524210";"Computer Science and Engineering";"JEE";52747;16.2968
6283;"628329310";"Electrical Engineering";"JEE";52754;16.2221
3219;"321961210";"Mechanical Engineering";"JEE";52877;16.0566
3146;"314699510";"Artificial Intelligence and Data Science";"JEE";52897;16.0566
3175;"317537210";"Electronics and Telecommunication
Engg";"JEE";52903;16.0566
1116;"111661210";"Mechanical Engineering";"JEE";52912;16.0441
1107;"110729310";"Electrical Engineering";"JEE";53029;15.569
5162;"516219110";"Civil Engineering";"JEE";53090;15.2992
5151;"515119110";"Civil Engineering";"JEE";53128;15.1399
5164;"516419110";"Civil Engineering";"JEE";53218;14.6569
6206;"620637210";"Electronics and Telecommunication
Engg";"JEE";53383;14.3059
1123;"112319110";"Civil Engineering";"JEE";53439;14.2267
4171;"417129310";"Electrical Engineering";"JEE";53451;14.2187
4143;"414361210";"Mechanical Engineering";"JEE";53474;14.2187
6303;"630337210";"Electronics and Telecommunication
Engg";"JEE";53484;14.2187
5303;"530324510";"Computer Engineering";"JEE";53549;13.7371
2111;"211119110";"Civil Engineering";"JEE";53584;13.7371
4193;"419337010";"Electronics and Communication
Engineering";"JEE";53587;13.7371
1116;"111650710";"Chemical Engineering";"JEE";53638;13.401
6628;"662824510";"Computer Engineering";"JEE";53645;13.401
6545;"654524210";"Computer Science and Engineering";"JEE";53669;13.401
5103;"510337210";"Electronics and Telecommunication
Engg";"JEE";53670;13.401
6219;"621946110";"Bio Medical Engineering";"JEE";53706;13.3733
6834;"683419110";"Civil Engineering";"JEE";53896;12.2849
1125;"112524210";"Computer Science and Engineering";"JEE";53991;11.8327
2130;"213019110";"Civil Engineering";"JEE";54033;11.74
4193;"419361210";"Mechanical Engineering";"JEE";54035;11.74
6122;"612261210";"Mechanical Engineering";"JEE";54089;11.4941
6139;"613961210";"Mechanical Engineering";"JEE";54091;11.455
4188;"418861210";"Mechanical Engineering";"JEE";54128;11.2974
1130;"113024210";"Computer Science and Engineering";"JEE";54153;10.9604
5390;"539092110";"Artificial Intelligence and Machine
Learning";"JEE";54188;10.9604
6317;"631762410";"Mechatronics Engineering";"JEE";54248;10.9184
5181;"518119110";"Civil Engineering";"JEE";54283;10.7248
3146;"314637210";"Electronics and Telecommunication
Engg";"JEE";54309;10.6968
2129;"212937610";"Electronics Engineering";"JEE";54353;10.5202
4139;"413937610";"Electronics Engineering";"JEE";54383;10.4232
1276;"127624510";"Computer Engineering";"JEE";54501;9.72747
2112;"211219110";"Civil Engineering";"JEE";54532;9.52581
4171;"417137010";"Electronics and Communication
Engineering";"JEE";54539;9.24366
4304;"430437210F";"Electronics and Telecommunication
Engg";"JEE";54563;9.15477
4118;"411861210";"Mechanical Engineering";"JEE";54632;8.9639
3460;"346019110";"Civil Engineering";"JEE";54638;8.95817
4188;"418870110";"Mining Engineering";"JEE";54739;8.36587
4123;"412361210";"Mechanical Engineering";"JEE";54810;8.13755
6275;"627561210";"Mechanical Engineering";"JEE";54854;8.02546
3175;"317561210";"Mechanical Engineering";"JEE";54950;7.48497
5151;"515161210";"Mechanical Engineering";"JEE";55060;6.82826
4177;"417761210";"Mechanical Engineering";"JEE";55072;6.77047
6185;"618537210";"Electronics and Telecommunication
Engg";"JEE";55133;6.51011
4188;"418819110";"Civil Engineering";"JEE";55227;5.81476
6780;"678037210";"Electronics and Telecommunication
Engg";"JEE";55235;5.81476
6769;"676961210";"Mechanical Engineering";"JEE";55282;5.6071
6176;"617661210";"Mechanical Engineering";"JEE";55323;5.40549
5164;"516437210";"Electronics and Telecommunication
Engg";"JEE";55354;5.03587
1121;"112137210";"Electronics and Telecommunication
Engg";"JEE";55397;4.60292
4145;"414537210";"Electronics and Telecommunication
Engg";"JEE";55440;4.36376
6293;"629324210";"Computer Science and Engineering";"JEE";55453;4.36287
5411;"541137210";"Electronics and Telecommunication
Engg";"JEE";55476;4.34357
4151;"415161210";"Mechanical Engineering";"JEE";55507;3.95554
4304;"430461210F";"Mechanical Engineering";"JEE";55517;3.95523
6219;"621924210";"Computer Science and Engineering";"JEE";55520;3.92314
6317;"631719110";"Civil Engineering";"JEE";55561;3.64397
5106;"510629310";"Electrical Engineering";"JEE";55571;3.64397
